claim,value,unit,currency,geography,segment,period,period_type,value_basis,source_name,url,date_accessed,confidence,notes
IN skincare complaint_share,10.2,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] COMPLAINT COMPOSITION IN 1-2 STAR REVIEWS: 'heavy_greasy_humid' — brand group 'korean', all covered formats. n=432 reviews. 44 of 432 negative reviews assert it. Composition within unhappy buyers, NOT a prevalence rate across all buyers. ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of users."
IN skincare complaint_share,17.1,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] COMPLAINT COMPOSITION IN 1-2 STAR REVIEWS: 'irritation' — brand group 'korean', all covered formats. n=432 reviews. 74 of 432 negative reviews assert it. Composition within unhappy buyers, NOT a prevalence rate across all buyers. ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of users."
IN skincare complaint_share,9.3,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] COMPLAINT COMPOSITION IN 1-2 STAR REVIEWS: 'no_efficacy_pigmentation' — brand group 'korean', all covered formats. n=432 reviews. 40 of 432 negative reviews assert it. Composition within unhappy buyers, NOT a prevalence rate across all buyers. ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of users."
IN skincare complaint_share,1.9,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] COMPLAINT COMPOSITION IN 1-2 STAR REVIEWS: 'fragrance' — brand group 'korean', all covered formats. n=432 reviews. 8 of 432 negative reviews assert it. Composition within unhappy buyers, NOT a prevalence rate across all buyers. ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of users."
IN skincare complaint_share,14.6,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] COMPLAINT COMPOSITION IN 1-2 STAR REVIEWS: 'value_for_money' — brand group 'korean', all covered formats. n=432 reviews. 63 of 432 negative reviews assert it. Composition within unhappy buyers, NOT a prevalence rate across all buyers. ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of users."
IN skincare complaint_share,10.8,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] COMPLAINT COMPOSITION IN 1-2 STAR REVIEWS: 'white_cast' — brand group 'other_observed', all covered formats. n=111 reviews. 12 of 111 negative reviews assert it. Composition within unhappy buyers, NOT a prevalence rate across all buyers. ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of users."
IN skincare complaint_share,6.3,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] COMPLAINT COMPOSITION IN 1-2 STAR REVIEWS: 'breakout_acne' — brand group 'other_observed', all covered formats. n=111 reviews. 7 of 111 negative reviews assert it. Composition within unhappy buyers, NOT a prevalence rate across all buyers. ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of users."
IN skincare complaint_share,12.6,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] COMPLAINT COMPOSITION IN 1-2 STAR REVIEWS: 'heavy_greasy_humid' — brand group 'other_observed', all covered formats. n=111 reviews. 14 of 111 negative reviews assert it. Composition within unhappy buyers, NOT a prevalence rate across all buyers. ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of users."
IN skincare complaint_share,18.9,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] COMPLAINT COMPOSITION IN 1-2 STAR REVIEWS: 'irritation' — brand group 'other_observed', all covered formats. n=111 reviews. 21 of 111 negative reviews assert it. Composition within unhappy buyers, NOT a prevalence rate across all buyers. ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of users."
IN skincare complaint_share,8.1,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] COMPLAINT COMPOSITION IN 1-2 STAR REVIEWS: 'no_efficacy_pigmentation' — brand group 'other_observed', all covered formats. n=111 reviews. 9 of 111 negative reviews assert it. Composition within unhappy buyers, NOT a prevalence rate across all buyers. ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of users."
IN skincare complaint_share,22.5,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] COMPLAINT COMPOSITION IN 1-2 STAR REVIEWS: 'value_for_money' — brand group 'other_observed', all covered formats. n=111 reviews. 25 of 111 negative reviews assert it. Composition within unhappy buyers, NOT a prevalence rate across all buyers. ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of users."
IN skincare complaint_share,7.7,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] COMPLAINT COMPOSITION IN 1-2 STAR REVIEWS: 'white_cast' — brand group 'other_foreign', all covered formats. n=65 reviews. 5 of 65 negative reviews assert it. Composition within unhappy buyers, NOT a prevalence rate across all buyers. ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of users."
IN skincare complaint_share,9.2,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] COMPLAINT COMPOSITION IN 1-2 STAR REVIEWS: 'breakout_acne' — brand group 'other_foreign', all covered formats. n=65 reviews. 6 of 65 negative reviews assert it. Composition within unhappy buyers, NOT a prevalence rate across all buyers. ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of users."
IN skincare complaint_share,29.2,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] COMPLAINT COMPOSITION IN 1-2 STAR REVIEWS: 'heavy_greasy_humid' — brand group 'other_foreign', all covered formats. n=65 reviews. 19 of 65 negative reviews assert it. Composition within unhappy buyers, NOT a prevalence rate across all buyers. ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of users."
IN skincare complaint_share,9.2,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] COMPLAINT COMPOSITION IN 1-2 STAR REVIEWS: 'irritation' — brand group 'other_foreign', all covered formats. n=65 reviews. 6 of 65 negative reviews assert it. Composition within unhappy buyers, NOT a prevalence rate across all buyers. ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of users."
IN skincare complaint_share,15.4,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] COMPLAINT COMPOSITION IN 1-2 STAR REVIEWS: 'value_for_money' — brand group 'other_foreign', all covered formats. n=65 reviews. 10 of 65 negative reviews assert it. Composition within unhappy buyers, NOT a prevalence rate across all buyers. ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of users."
IN skincare complaint_share,30.2,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] COMPLAINT COMPOSITION IN 1-2 STAR REVIEWS: 'heavy_greasy_humid' — brand group 'homegrown', all covered formats. n=43 reviews. 13 of 43 negative reviews assert it. Composition within unhappy buyers, NOT a prevalence rate across all buyers. ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of users."
IN skincare complaint_share,27.9,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] COMPLAINT COMPOSITION IN 1-2 STAR REVIEWS: 'irritation' — brand group 'homegrown', all covered formats. n=43 reviews. 12 of 43 negative reviews assert it. Composition within unhappy buyers, NOT a prevalence rate across all buyers. ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of users."
IN skincare complaint_share,11.6,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] COMPLAINT COMPOSITION IN 1-2 STAR REVIEWS: 'fragrance' — brand group 'homegrown', all covered formats. n=43 reviews. 5 of 43 negative reviews assert it. Composition within unhappy buyers, NOT a prevalence rate across all buyers. ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of users."
IN skincare complaint_share,18.6,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] COMPLAINT COMPOSITION IN 1-2 STAR REVIEWS: 'value_for_money' — brand group 'homegrown', all covered formats. n=43 reviews. 8 of 43 negative reviews assert it. Composition within unhappy buyers, NOT a prevalence rate across all buyers. ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of users."
IN skincare complaint_share,4.6,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] NEGATIVE-REVIEW SHARE: 121 of 2649 written reviews on 'other_observed' in-band SKUs are 1-2 star. ORGANISED online retail (Nykaa) only. A share of REVIEWS, not of users."
IN skincare complaint_share,6.1,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] NEGATIVE-REVIEW SHARE: 511 of 8424 written reviews on 'korean' in-band SKUs are 1-2 star. ORGANISED online retail (Nykaa) only. A share of REVIEWS, not of users."
IN skincare complaint_share,22.2,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] NEGATIVE-REVIEW SHARE: 68 of 306 written reviews on 'other_foreign' in-band SKUs are 1-2 star. ORGANISED online retail (Nykaa) only. A share of REVIEWS, not of users."
IN skincare complaint_share,10.6,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] NEGATIVE-REVIEW SHARE: 43 of 407 written reviews on 'homegrown' in-band SKUs are 1-2 star. ORGANISED online retail (Nykaa) only. A share of REVIEWS, not of users."
IN skincare cagr_forecast,13.0,percent,INR,IN,skincare,FY25-FY30,range,RETAIL,"MOFSL initiation note on FSN E-Commerce Ventures (Dec-2025), Exhibit 7 (credited Redseer, MOFSL)",https://bsmedia.business-standard.com/_media/bs/data/market-reports/equity-brokertips/2025-12/17665661370.41111100.pdf,2026-08-10,MEDIUM,"[PREMIUM-SKIN] India SKINCARE forecast CAGR 13% FY25-30, the fastest of the beauty categories (cosmetics 12%, fragrances 10%, other categories 9%). All channels, organised + unorganised. IMPORTANT for the brief's contradiction list: this is all-skincare, NOT the Rs1,500-3,000 band, so it does not directly refute the deck's LOW-confidence ~22% CAGR for that tier — but it is the most defensible skincare growth number the repo holds, and any tier figure far above it needs its own evidence."
IN skincare spend_ratio [premium],14.1,percent,INR,IN,skincare,FY25,FY,MRP,bpc-intel derived (MOFSL income-cohort spend x in-band MRP),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] ONE in-band SKU at Rs1,900 MRP absorbs ~14.1% of the ENTIRE annual BPC budget of India's highest-income consumer cohort (>USD15k p.a., USD140/yr). Rs1,900 is the list price Phase 1 recommends as the floor for holding the band after discounting. Read as the trial constraint on this band: the purchase is a budget event, not a top-up."
IN skincare spend_ratio [premium],56.4,percent,INR,IN,skincare,FY25,FY,MRP,bpc-intel derived (MOFSL income-cohort spend x in-band MRP),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] A FOUR-SKU routine at Rs1,900 each (Rs7,600) absorbs ~56.4% of the annual BPC budget of the highest-income cohort (>USD15k p.a.). Bears directly on the brief's range-led framing: range economics hold on the ODM/MOQ side, but the CONSUMER cannot be assumed to buy the routine at once. Sequential single-SKU adoption is the realistic path."
IN skincare driver_share,2.6,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] DRIVER MENTION RATE 'korean provenance': positive-frame reviews of KR-origin in-band SKUs. n=2143 reviews. 56 of 2143 reviews mention Korea/K-beauty at all; actives language runs 4.3x that rate (11.3% of reviews). ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of buyers."
IN skincare driver_share,0.0,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] DRIVER MENTION RATE 'korean provenance': positive-frame reviews of IN-origin in-band SKUs. n=333 reviews. 0 of 333 reviews mention Korea/K-beauty at all; actives language runs Nonex that rate (4.5% of reviews). ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of buyers."
IN skincare driver_share,1.1,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] DRIVER MENTION RATE 'korean provenance': positive-frame reviews of other_foreign-origin in-band SKUs. n=179 reviews. 2 of 179 reviews mention Korea/K-beauty at all; actives language runs 3.0x that rate (3.4% of reviews). ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of buyers."
IN skincare driver_share,10.8,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] DRIVER MENTION RATE 'repurchase_loyalty': all positive-frame reviews of in-band SKUs. n=2676 reviews. 289 of 2676 reviews invoke it (286 asserted / 3 negated). ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of buyers."
IN skincare driver_share,10.8,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] DRIVER MENTION RATE 'pigmentation_concern': all positive-frame reviews of in-band SKUs. n=2676 reviews. 288 of 2676 reviews invoke it (273 asserted / 15 negated). ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of buyers."
IN skincare driver_share,9.9,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] DRIVER MENTION RATE 'ingredient_actives': all positive-frame reviews of in-band SKUs. n=2676 reviews. 264 of 2676 reviews invoke it (254 asserted / 10 negated). ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of buyers."
IN skincare driver_share,7.7,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] DRIVER MENTION RATE 'efficacy_result': all positive-frame reviews of in-band SKUs. n=2676 reviews. 207 of 2676 reviews invoke it (200 asserted / 7 negated). ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of buyers."
IN skincare driver_share,6.5,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] DRIVER MENTION RATE 'price_worth': all positive-frame reviews of in-band SKUs. n=2676 reviews. 173 of 2676 reviews invoke it (170 asserted / 3 negated). ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of buyers."
IN skincare driver_share,3.8,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] DRIVER MENTION RATE 'routine_multistep': all positive-frame reviews of in-band SKUs. n=2676 reviews. 103 of 2676 reviews invoke it (97 asserted / 6 negated). ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of buyers."
IN skincare driver_share,3.7,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] DRIVER MENTION RATE 'price_resistance': all positive-frame reviews of in-band SKUs. n=2676 reviews. 99 of 2676 reviews invoke it (98 asserted / 1 negated). ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of buyers."
IN skincare driver_share,2.2,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] DRIVER MENTION RATE 'korea_origin': all positive-frame reviews of in-band SKUs. n=2676 reviews. 59 of 2676 reviews invoke it (55 asserted / 4 negated). ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of buyers."
IN skincare driver_share,2.0,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] DRIVER MENTION RATE 'climate_context': all positive-frame reviews of in-band SKUs. n=2676 reviews. 54 of 2676 reviews invoke it (39 asserted / 15 negated). ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of buyers."
IN skincare driver_share,1.9,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] DRIVER MENTION RATE 'social_hype': all positive-frame reviews of in-band SKUs. n=2676 reviews. 51 of 2676 reviews invoke it (50 asserted / 1 negated). ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of buyers."
IN skincare driver_share,2.5,percent,INR,IN,skincare,2026,CY,NA,Nykaa review sweep (bpc-intel),,2026-08-10,ESTIMATE,"[PREMIUM-SKIN] DRIVER MENTION RATE 'korean provenance with no actives or result language': all positive-frame reviews of in-band SKUs. n=2676 reviews. 67 of 2676 reviews cite Korean origin or the Korean aesthetic without naming an active or a result; 14 cite origin alongside one. Origin-citing reviews are 3.0% of the frame. ORGANISED online retail (Nykaa) only; offline deferred to Phase 4. A share of REVIEWS, not of buyers."
IN sun_care market_size,0.89312,usd_bn,USD,IN,sun_care,2024,CY,RETAIL,TechSci Research,https://www.techsciresearch.com/report/india-sunscreen-market/26904.html,2026-07-22,LOW,India sunscreen market; among fastest q-commerce risers
IN sun_care cagr_forecast,6.8,percent,USD,IN,sun_care,2024-2030,range,RETAIL,TechSci Research,https://www.techsciresearch.com/report/india-sunscreen-market/26904.html,2026-07-22,LOW,India sunscreen forecast CAGR to 2030
IN sun_care market_size,0.5766,usd_bn,USD,IN,sun_care,2025,CY,RETAIL,IMARC Group,https://www.imarcgroup.com/india-sunscreen-market,2026-07-23,LOW,India sunscreen; cf TechSci US$0.893bn (2024) — definitional spread; CAGR 6.07%
IN sun_care growth_yoy,170.0,percent,USD,IN,sun_care,2026,CY,RETAIL,1digitalstack / quick-commerce report,https://www.linkedin.com/posts/samiran-mathur_1ds-sunscreen-qcom-report-apr26-activity-7458503608859250688-2W9u,2026-07-23,LOW,Sunscreen on q-commerce projected ~2.7x (i.e. ~+170%) 2026 vs 2025; Tier 2/3 surge
IN sun_care retail_price,1570.0,inr,INR,IN,sun_care,2026,CY,MRP,Nykaa (retailer listing),https://www.nykaa.com/brands/beauty-of-joseon/c/26410,2026-07-23,MEDIUM,"[CORRIDOR] Beauty of Joseon Relief Sunscreen SPF50+; MRP Rs1570, Nykaa sale Rs1256 (20% off) as of 2026-07-23; category bestseller; promo-dependent"
IN sun_care penetration_rate,32.77,percent,INR,IN,sun_care,2019,CY,NA,"Market.us (Sunscreen industry statistics, citing Statista/ProdegeMR Feb-2019 survey)",https://media.market.us/sunscreen-industry-statistics/,2026-07-24,LOW,"32.77% of surveyed Indian respondents used sun care products daily (Feb-2019 ProdegeMR survey via Statista, relayed by Market.us); 25.62% never use; 14.61% more than twice weekly. Survey respondents, not population-weighted penetration."
IN sun_care market_size,576.6,usd_mn,USD,IN,sun_care,2025,CY,RETAIL,IMARC Group,https://www.imarcgroup.com/india-sunscreen-market,2026-07-24,LOW,"India sunscreen market USD 576.6mn 2025, forecast USD 996.0mn by 2034. Effectively identical to the IMARC USD 0.577bn 2025 SEGMENT-level sun_care figure already on file - i.e. IMARC's 'sun care' number on file is actually its sunscreen sizing. CONFLICTS with TechSci USD 893.12mn 2024 and with IMARC's own broader sun care products sizing of USD 1.4bn 2025 (2.4x). Aggregator; organised/unorganised coverage not stated."
IN sun_care cagr_forecast,6.07,percent,USD,IN,sun_care,2026-2034,range,NA,IMARC Group,https://www.imarcgroup.com/india-sunscreen-market,2026-07-24,LOW,India sunscreen CAGR 6.07% 2026-2034 (USD 576.6mn 2025 to USD 996.0mn 2034). Close to TechSci 6.8% 2025-2030 despite a large base-size disagreement.
IN sun_care market_size,893.12,usd_mn,USD,IN,sun_care,2024,CY,RETAIL,TechSci Research,https://www.techsciresearch.com/report/india-sunscreen-market/26904.html,2026-07-24,LOW,"India sunscreen market USD 893.12mn 2024, forecast USD 1,325.37mn by 2030. Identical to the TechSci USD 0.893bn 2024 SEGMENT-level sun_care figure already on file - i.e. that on-file segment figure is actually TechSci's sunscreen sizing. CONFLICTS with IMARC USD 576.6mn 2025 (1.5x gap). Aggregator; organised/unorganised coverage not stated."
IN sun_care cagr_forecast,6.8,percent,USD,IN,sun_care,2025-2030,range,NA,TechSci Research,https://www.techsciresearch.com/report/india-sunscreen-market/26904.html,2026-07-24,LOW,"India sunscreen CAGR 6.8% 2025-2030 (USD 893.12mn 2024 to USD 1,325.37mn 2030). Close to IMARC 6.07% despite base-size disagreement."
IN sun_care market_size,1.4,usd_bn,USD,IN,sun_care,2025,CY,RETAIL,IMARC Group,https://www.imarcgroup.com/india-sun-care-products-market,2026-07-24,LOW,"India sun care PRODUCTS market USD 1.4bn 2025, forecast USD 2.2bn by 2034. IMARC's broader sun-care scope: 2.4x its own India sunscreen sizing (USD 576.6mn 2025) - scope likely adds after-sun/tanning plus SPF-adjacent products, definition not disclosed. Segment-level spread across aggregators now USD 162mn (MarkNtel) to USD 1.4bn (IMARC) for 2025: >20% gap, do NOT publish a reconciled segment size."
IN sun_care cagr_forecast,5.05,percent,USD,IN,sun_care,2026-2034,range,NA,IMARC Group,https://www.imarcgroup.com/india-sun-care-products-market,2026-07-24,LOW,India sun care products CAGR 5.05% 2026-2034 (USD 1.4bn 2025 to USD 2.2bn 2034).
IN sun_care market_size,162.0,usd_mn,USD,IN,sun_care,2025,CY,RETAIL,MarkNtel Advisors,https://www.marknteladvisors.com/research-library/india-sun-care-market-report.html,2026-07-24,LOW,"India sun care market USD 162mn 2025, USD 195mn 2026, USD 395mn 2032. EXTREME outlier at the low end: 8.6x below IMARC's USD 1.4bn and 3.6x below IMARC sunscreen-only. Likely organised/urban-only or narrower category definition (undisclosed). Documents the aggregator spread; unusable for reconciliation."
IN sun_care cagr_forecast,12.48,percent,USD,IN,sun_care,2026-2032,range,NA,MarkNtel Advisors,https://www.marknteladvisors.com/research-library/india-sun-care-market-report.html,2026-07-24,LOW,"India sun care CAGR 12.48% 2026-2032. Highest growth estimate on file for the segment (vs IMARC 5.05%, TechSci 6.8%, IMARC sunscreen 6.07%) - from the smallest base."
IN sun_care growth_yoy,85.0,percent,INR,IN,sun_care,2023,CY,RETAIL,"Nykaa (via CosmeticsDesign-Asia, archived)",https://web.archive.org/web/2024id_/https://www.cosmeticsdesign-asia.com/Article/2023/12/13/India-embraces-K-beauty-Korean-sunscreen-glass-skin-among-top-searches-by-consumers/,2026-07-24,MEDIUM,"[CORRIDOR] Nykaa platform sunscreen sales +85% YoY (stated Dec-2023; Nykaa CSMS routine push). PLATFORM-level, all brands - not a market growth rate and not K-beauty-only. Corridor signals in same article: 'Korean sunscreen' searches +148% and 'glass skin' +61% in the quarter; top Korean brands (Sulwhasoo, Innisfree, Cosrx, TonyMoly) +50% growth on Nykaa. Original CosmeticsDesign-Asia URL now 410; verified via Wayback archive."
IN sun_care retail_price,2895.0,inr,INR,IN,sun_care,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/kama-ayurveda-amsuman-daily-shield-sunscreen-spf-50-pa/p/25600796?productId=25600796&pps=3,2026-08-09,HIGH,[PREMIUM-SKIN] Kama Ayurveda Amsuman Daily Shield Sunscreen SPF 50 PA++++ - Nykaa. LIST Rs2895 (=US$30.08 at 96.23 INR/USD pinned 2026-07-21); STREET Rs2895 on 2026-08-09 (0.0% off list). Brand group: homegrown (Kama Ayurveda). Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,2850.0,inr,INR,IN,sun_care,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/isdin-fotoprotector-fusion-water-magic-spf-50/p/20714391?productId=20714391&pps=45,2026-08-09,HIGH,[PREMIUM-SKIN] ISDIN Fotoprotector Fusion Water Magic SPF 50 PA ++++ - Nykaa. LIST Rs2850 (=US$29.62 at 96.23 INR/USD pinned 2026-07-21); STREET Rs2850 on 2026-08-09 (0.0% off list). Brand group: other_observed. Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,2599.0,inr,INR,IN,sun_care,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/celimax-pore-dark-spot-brightening-care-sunscreen/p/19437765?productId=19437765&pps=20,2026-08-09,HIGH,"[PREMIUM-SKIN] Celimax Pore + Dark Spot Brightening Care Sunscreen SPF 50+ PA++++,Corrects,Fights Hyperpigmentation - Nykaa. LIST Rs2599 (=US$27.01 at 96.23 INR/USD pinned 2026-07-21); STREET Rs2209 on 2026-08-09 (15.0% off list). Brand group: other_observed. Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation."
IN sun_care retail_price,2499.0,inr,INR,IN,sun_care,2026,CY,MRP,Tira product listing,https://www.tirabeauty.com/product/bioderma-pigmentation-daily-care-spf-50-brightening-cream-for-skin-prone-to-pigmentation-disorders-40ml-7569610,2026-08-09,HIGH,[PREMIUM-SKIN] Bioderma Pigmentbio Daily Care SPF 50+ Brightening Sunscreen (40ml) - Tira. LIST Rs2499 (=US$25.97 at 96.23 INR/USD pinned 2026-07-21); STREET Rs2499 on 2026-08-09 (0.0% off list). Brand group: other_foreign (Bioderma). Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN sun_care retail_price,2450.0,inr,INR,IN,sun_care,2026,CY,MRP,Tira product listing,https://www.tirabeauty.com/product/dr-jart-every-sun-day-ultra-sheer-priming-sunscreen-stick-spf-30-19-g-7617607,2026-08-09,HIGH,[PREMIUM-SKIN] Dr.Jart+ Every Sun Day Ultra-Sheer Priming Sunscreen Stick SPF 30 with Hyaluronic Acid (19 g) - Tira. LIST Rs2450 (=US$25.46 at 96.23 INR/USD pinned 2026-07-21); STREET Rs980 on 2026-08-09 (60.0% off list). Brand group: korean (Dr.Jart+). Format: sunscreen. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
